year,month,day,transect,plot,species_code,area,method,total_biomass,stem_count,biomass_notes,shrub_counts,data_quality_flag,genus,species
2015,10,15,R3,2,SYTE,1,allometry,5.289692322566176,NA,NA,NA,NA,Symphyotrichum,tenuifolium
2015,10,15,R3,3,KOVI,1,allometry,1.4154438403450142,NA,NA,NA,NA,Kosteletzkya,virginica
2015,10,15,R3,3,PHAU,1,allometry,47.371941909492726,NA,NA,NA,NA,Phragmites,australis
2015,10,15,R3,4,ATPA,1,allometry,1.581738413822216,NA,NA,NA,NA,Atriplex,patula
2015,10,15,R3,4,PHAU,1,allometry,45.767116252525305,NA,NA,NA,NA,Phragmites,australis
2015,10,15,R3,5,AMCA,1,allometry,0.8389101584105679,NA,NA,NA,NA,Amaranthus,cannabinus
2015,10,15,R3,5,PHAU,1,allometry,68.69446833581283,NA,NA,NA,NA,Phragmites,australis
2015,10,15,R3,5,POHY,1,allometry,3.400644865631732,NA,NA,NA,NA,Polygonum,hydropiperoides
2015,10,15,R3,5,SCAM,1,allometry,5.508442194561102,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,15,R3,5,SYTE,1,allometry,2.4290289780826786,NA,NA,NA,NA,Symphyotrichum,tenuifolium
2015,10,16,S2,1,IVFR,1,allometry,1051.8082032587936,NA,NA,NA,NA,Iva,frutescens
2015,10,16,S2,1,SOSE,1,allometry,23.51971286605467,NA,NA,NA,NA,Solidago,sempervirens
2015,10,16,S2,2,IVFR,1,allometry,1832.3882969788149,NA,NA,NA,NA,Iva,frutescens
2015,10,16,S2,2,SOSE,1,allometry,37.78887456583957,NA,NA,NA,NA,Solidago,sempervirens
2015,10,16,S2,2,SYTE,1,allometry,4.346088305705168,NA,NA,NA,NA,Symphyotrichum,tenuifolium
2015,10,16,S2,3,IVFR,1,allometry,1626.9149032069786,NA,NA,NA,NA,Iva,frutescens
2015,10,16,S2,3,KOVI,1,allometry,2.5355653248221812,NA,NA,NA,NA,Kosteletzkya,virginica
2015,10,16,S2,3,SCAM,1,allometry,1.663906415283572,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,16,S2,4,IVFR,1,allometry,86.3767127901703,NA,NA,NA,NA,Iva,frutescens
2015,10,16,S2,4,SCAM,1,allometry,25.96593064186115,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,16,S2,4,SOSE,1,allometry,36.48009490568885,NA,NA,NA,NA,Solidago,sempervirens
2015,10,16,S2,5,IVFR,1,allometry,1442.134796744008,NA,NA,NA,NA,Iva,frutescens
2015,10,16,S2,5,SCAM,1,allometry,12.294527359749315,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,16,S2,6,PLOD,1,allometry,1.6070691241377135,NA,NA,NA,NA,Pluchea,odorata
2015,10,16,S2,6,POHY,1,allometry,1.070101324730239,NA,NA,NA,NA,Polygonum,hydropiperoides
2015,10,16,S2,6,SCAM,1,allometry,84.66612913303638,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,16,S2,6,SPCY,1,allometry,28.098087448975107,NA,NA,NA,NA,Spartina,cynosuroides
2015,10,16,S2,6,TYAN,1,allometry,16.674338124120002,NA,NA,NA,NA,Typha,angustifolia
2015,10,16,S3,1,AMCA,1,allometry,107.08760592619348,NA,NA,NA,NA,Amaranthus,cannabinus
2015,10,16,S3,1,IVFR,1,allometry,972.9817834268016,NA,NA,NA,NA,Iva,frutescens
2015,10,16,S3,1,SCRO,1,allometry,28.144041401058946,NA,NA,NA,NA,Schoenoplectus,robustus
2015,10,16,S3,1,SPAL,1,allometry,352.61512613713126,NA,NA,NA,NA,Spartina,alterniflora
2015,10,16,S3,2,AMCA,1,allometry,2.517644519698357,NA,NA,NA,NA,Amaranthus,cannabinus
2015,10,16,S3,2,IVFR,1,allometry,591.9129093698182,NA,NA,NA,NA,Iva,frutescens
2015,10,16,S3,2,SCAM,1,allometry,40.48733942483305,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,16,S3,3,ATPA,1,allometry,0.27852693807161105,NA,NA,NA,NA,Atriplex,patula
2015,10,16,S3,3,IVFR,1,allometry,344.7947319519001,NA,NA,NA,NA,Iva,frutescens
2015,10,16,S3,3,SOSE,1,allometry,297.8503841884912,NA,NA,NA,NA,Solidago,sempervirens
2015,10,16,S3,4,AMCA,1,allometry,113.27644430070616,NA,NA,NA,NA,Amaranthus,cannabinus
2015,10,16,S3,4,ATPA,1,allometry,23.060294686236222,NA,NA,NA,NA,Atriplex,patula
2015,10,16,S3,4,IVFR,1,allometry,1737.6445894816702,NA,NA,NA,NA,Iva,frutescens
2015,10,16,S3,4,SCAM,1,allometry,5.311491205266419,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,16,S3,5,AMCA,1,allometry,30.552696484170127,NA,NA,NA,NA,Amaranthus,cannabinus
2015,10,16,S3,5,SCAM,1,allometry,43.71228773701438,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,16,S3,5,SCRO,1,allometry,35.047276772294936,NA,NA,NA,NA,Schoenoplectus,robustus
2015,10,16,S3,5,SPAL,1,allometry,20.155364606079708,NA,NA,NA,NA,Spartina,alterniflora
2015,10,21,G3,1,AMCA,1,allometry,1.7751911015904365,NA,NA,NA,NA,Amaranthus,cannabinus
2015,10,21,G3,1,IVFR,1,allometry,457.1841224385946,NA,NA,NA,NA,Iva,frutescens
2015,10,21,G3,1,PHAU,1,allometry,155.38138017552566,NA,NA,NA,NA,Phragmites,australis
2015,10,21,G3,1,SPAL,1,allometry,28.05081502854355,NA,NA,NA,NA,Spartina,alterniflora
2015,10,21,G3,1,SPCY,1,allometry,171.2442534092016,NA,NA,NA,NA,Spartina,cynosuroides
2015,10,21,G3,2,KOVI,1,allometry,118.7138870274303,NA,NA,NA,NA,Kosteletzkya,virginica
2015,10,21,G3,2,PHAU,1,allometry,1306.8021766550846,NA,NA,NA,NA,Phragmites,australis
2015,10,21,G3,3,IVFR,1,allometry,1592.4909681850986,NA,NA,NA,NA,Iva,frutescens
2015,10,21,G3,3,PHAU,1,allometry,4.012860776951638,NA,NA,NA,NA,Phragmites,australis
2015,10,21,G3,3,SOSE,1,allometry,53.05414607525786,NA,NA,NA,NA,Solidago,sempervirens
2015,10,21,G3,4,PHAU,1,allometry,1.011278943147246,NA,NA,NA,NA,Phragmites,australis
2015,10,21,G3,4,SOSE,1,allometry,77.87606346885836,NA,NA,NA,NA,Solidago,sempervirens
2015,10,21,G3,5,ATPA,1,allometry,1.0408503047300002,NA,NA,NA,NA,Atriplex,patula
2015,10,21,G3,5,KOVI,1,allometry,1814.2954010466296,NA,NA,NA,NA,Kosteletzkya,virginica
2015,10,21,G3,5,PADI,1,allometry,170.44763393759362,NA,NA,NA,NA,Panicum,dichotomoflorum
2015,10,21,G3,5,PHAU,1,allometry,4.978832862749094,NA,NA,NA,NA,Phragmites,australis
2015,10,21,G3,5,SPCY,1,allometry,44.46292723099729,NA,NA,NA,NA,Spartina,cynosuroides
2015,10,21,G3,6,SPCY,1,allometry,164.59965225860083,NA,NA,NA,NA,Spartina,cynosuroides
2015,10,22,G1,1,AMCA,1,allometry,84.87425545095513,NA,NA,NA,NA,Amaranthus,cannabinus
2015,10,22,G1,1,IVFR,1,allometry,0,NA,NA,NA,NA,Iva,frutescens
2015,10,22,G1,1,SPCY,1,allometry,426.65685985280055,NA,NA,NA,NA,Spartina,cynosuroides
2015,10,22,G1,1,SYTE,1,allometry,7.012497252586744,NA,NA,NA,NA,Symphyotrichum,tenuifolium
2015,10,22,G1,2,IVFR,1,allometry,159.95511854513646,NA,NA,NA,NA,Iva,frutescens
2015,10,22,G1,2,SOSE,1,allometry,9.835582665281914,NA,NA,NA,NA,Solidago,sempervirens
2015,10,22,G1,3,SOSE,1,allometry,25.094321695533644,NA,NA,NA,NA,Solidago,sempervirens
2015,10,22,G1,5,IVFR,1,allometry,0,NA,NA,NA,NA,Iva,frutescens
2015,10,22,G1,6,SCAM,1,allometry,38.972767040320214,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,22,G1,7,IVFR,1,allometry,339.7452024935337,NA,NA,NA,NA,Iva,frutescens
2015,10,22,G1,7,SCAM,1,allometry,26.78917131810573,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,22,G1,8,IVFR,1,allometry,57.76025881431085,NA,NA,NA,NA,Iva,frutescens
2015,10,22,G1,8,PADI,1,allometry,9.22310346943518,NA,NA,NA,NA,Panicum,dichotomoflorum
2015,10,22,G1,8,SCAM,1,allometry,23.90781889399508,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,22,G1,9,SOSE,1,allometry,4.766951090989698,NA,NA,NA,NA,Solidago,sempervirens
2015,10,22,G1,10,AMCA,1,allometry,272.5208681490914,NA,NA,NA,NA,Amaranthus,cannabinus
2015,10,22,G1,10,SPCY,1,allometry,95.99807232244872,NA,NA,NA,NA,Spartina,cynosuroides
2015,10,22,G1,11,AMCA,1,allometry,1.104755628683869,NA,NA,NA,NA,Amaranthus,cannabinus
2015,10,22,G1,11,IVFR,1,allometry,502.309292813548,NA,NA,NA,NA,Iva,frutescens
2015,10,22,G1,11,SCAM,1,allometry,91.15789395448212,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,22,G1,12,IVFR,1,allometry,43.53442298036883,NA,NA,NA,NA,Iva,frutescens
2015,10,22,G1,12,SCAM,1,allometry,25.031638642651668,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,22,G1,13,IVFR,1,allometry,1647.4546619319235,NA,NA,NA,NA,Iva,frutescens
2015,10,22,G1,13,SCAM,1,allometry,1.7301938741905292,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,22,G1,14,IVFR,1,allometry,490.0695274640027,NA,NA,NA,NA,Iva,frutescens
2015,10,22,G1,14,SCAM,1,allometry,36.67032286832954,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,22,G1,15,IVFR,1,allometry,125.8252992667426,NA,NA,NA,NA,Iva,frutescens
2015,10,22,G1,15,SCAM,1,allometry,25.205643194293614,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,22,G1,16,IVFR,1,allometry,0,NA,NA,NA,NA,Iva,frutescens
2015,10,22,G1,16,SCAM,1,allometry,34.721820988852244,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,22,G1,17,SCAM,1,allometry,18.77216912166071,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,22,G1,18,SCAM,1,allometry,21.165420150116656,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,22,G1,19,SCAM,1,allometry,28.42590342491409,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,22,G1,20,TYAN,1,allometry,116.3948868858475,NA,NA,NA,NA,Typha,angustifolia
2015,10,23,G2,1,KOVI,1,allometry,83.92929177271307,NA,NA,NA,NA,Kosteletzkya,virginica
2015,10,23,G2,1,PHAU,1,allometry,296.72996720451437,NA,NA,NA,NA,Phragmites,australis
2015,10,23,G2,1,SPCY,1,allometry,5.014528420029437,NA,NA,NA,NA,Spartina,cynosuroides
2015,10,23,G2,2,PHAU,1,allometry,482.8980824684066,NA,NA,NA,NA,Phragmites,australis
2015,10,23,G2,3,PHAU,1,allometry,616.2286668628269,NA,NA,NA,NA,Phragmites,australis
2015,10,23,G2,4,PHAU,1,allometry,589.4472209636433,NA,NA,NA,NA,Phragmites,australis
2015,10,23,G2,5,IVFR,1,allometry,0,NA,NA,NA,NA,Iva,frutescens
2015,10,23,G2,5,PHAU,1,allometry,714.6735025990122,NA,NA,NA,NA,Phragmites,australis
2015,10,23,G2,6,AMCA,1,allometry,101.79082977141994,NA,NA,NA,NA,Amaranthus,cannabinus
2015,10,23,G2,6,IVFR,1,allometry,191.73304731179877,NA,NA,NA,NA,Iva,frutescens
2015,10,23,G2,6,KOVI,1,allometry,6.5513350283461005,NA,NA,NA,NA,Kosteletzkya,virginica
2015,10,23,G2,6,PHAU,1,allometry,35.45557345861373,NA,NA,NA,NA,Phragmites,australis
2015,10,23,G2,6,SCAM,1,allometry,2.466150259403837,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,23,G2,6,SCRO,1,allometry,23.087809437858983,NA,NA,NA,NA,Schoenoplectus,robustus
2015,10,23,G2,6,SPAL,1,allometry,48.91571389518721,NA,NA,NA,NA,Spartina,alterniflora
2015,10,23,G2,7,IVFR,1,allometry,672.9402503021593,NA,NA,NA,NA,Iva,frutescens
2015,10,23,G2,7,SCAM,1,allometry,75.11244334335667,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,23,G2,8,IVFR,1,allometry,221.8803702982983,NA,NA,NA,NA,Iva,frutescens
2015,10,23,G2,8,SCAM,1,allometry,37.94737598177328,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,23,G2,8,SOSE,1,allometry,2.920137487698535,NA,NA,NA,NA,Solidago,sempervirens
2015,10,23,G2,9,SCAM,1,allometry,33.120891544741696,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,23,G2,9,SOSE,1,allometry,14.270319791007564,NA,NA,NA,NA,Solidago,sempervirens
2015,10,23,G2,10,ATPA,1,allometry,0.690355297374089,NA,NA,NA,NA,Atriplex,patula
2015,10,23,G2,10,PHAU,1,allometry,431.3534152253226,NA,NA,NA,NA,Phragmites,australis
2015,10,23,G2,10,SCAM,1,allometry,44.08753193500565,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,23,G2,10,SPCY,1,allometry,27.52889182336055,NA,NA,NA,NA,Spartina,cynosuroides
2015,10,23,G2,10,TYAN,1,allometry,14.1151245879,NA,NA,NA,NA,Typha,angustifolia
2015,10,23,G2,11,PHAU,1,allometry,274.9723477594093,NA,NA,NA,NA,Phragmites,australis
2015,10,23,G2,11,SMRO,1,allometry,12.916479800906432,NA,NA,NA,NA,Smilax,rotundifolia
2015,10,26,S1,1,IVFR,1,allometry,74.97531999723961,NA,NA,NA,NA,Iva,frutescens
2015,10,26,S1,1,SMRO,1,allometry,20.847468850741127,NA,NA,NA,NA,Smilax,rotundifolia
2015,10,26,S1,2,SOSE,1,allometry,6.5897170256390325,NA,NA,NA,NA,Solidago,sempervirens
2015,10,26,S1,2,UNKGRASS,1,allometry,11.48598504013418,NA,NA,NA,NA,NA,NA
2015,10,26,S1,3,IVFR,1,allometry,892.0101266952847,NA,NA,NA,NA,Iva,frutescens
2015,10,26,S1,3,SOSE,1,allometry,1.481399871715133,NA,NA,NA,NA,Solidago,sempervirens
2015,10,26,S1,3,SYTE,1,allometry,0.4453639125523883,NA,NA,NA,NA,Symphyotrichum,tenuifolium
2015,10,26,S1,4,IVFR,1,allometry,265.5091907462463,NA,NA,NA,NA,Iva,frutescens
2015,10,26,S1,4,SOSE,1,allometry,16.179837668606076,NA,NA,NA,NA,Solidago,sempervirens
2015,10,26,S1,5,IVFR,1,allometry,399.5350266664547,NA,NA,NA,NA,Iva,frutescens
2015,10,26,S1,5,PADI,1,allometry,11.500983303011846,NA,NA,NA,NA,Panicum,dichotomoflorum
2015,10,26,S1,5,PHAU,1,allometry,23.828987638244097,NA,NA,NA,NA,Phragmites,australis
2015,10,26,S1,6,HYUM,1,allometry,2.725732380115494,NA,NA,NA,NA,Hydrocotyle,umbellata
2015,10,26,S1,6,PHAU,1,allometry,522.6391069986173,NA,NA,NA,NA,Phragmites,australis
2015,10,30,G1,1,SPAL,0.01,harvest,370,NA,NA,NA,NA,Spartina,alterniflora
2015,10,30,G1,2,DISP,0.01,harvest,117,NA,NA,NA,NA,Distichlis,spicata
2015,10,30,G1,2,SPPA,0.01,harvest,55,NA,NA,NA,NA,Spartina,patens
2015,10,30,G1,3,SPPA,0.01,harvest,663,NA,NA,NA,NA,Spartina,patens
2015,10,30,G1,4,SPPA,0.01,harvest,399,NA,NA,NA,NA,Spartina,patens
2015,10,30,G1,5,SPPA,0.01,harvest,244,NA,NA,NA,NA,Spartina,patens
2015,10,30,G1,6,SCAM,0.01,harvest,72,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,30,G1,6,SPPA,0.01,harvest,38,NA,NA,NA,NA,Spartina,patens
2015,10,30,G1,7,DISP,0.01,harvest,34,NA,NA,NA,NA,Distichlis,spicata
2015,10,30,G1,7,SPPA,0.01,harvest,101,NA,NA,NA,NA,Spartina,patens
2015,10,30,G1,7,SYTE,0.01,harvest,12,NA,NA,NA,NA,Symphyotrichum,tenuifolium
2015,10,30,G1,8,DISP,0.01,harvest,28.000000000000004,NA,NA,NA,NA,Distichlis,spicata
2015,10,30,G1,8,SPPA,0.01,harvest,118,NA,NA,NA,NA,Spartina,patens
2015,10,30,G1,9,DISP,0.01,harvest,12,NA,NA,NA,NA,Distichlis,spicata
2015,10,30,G1,9,SPPA,0.01,harvest,82,NA,NA,NA,NA,Spartina,patens
2015,10,30,G1,10,DISP,0.01,harvest,216,NA,NA,NA,NA,Distichlis,spicata
2015,10,30,G1,10,SPAL,0.01,harvest,37,NA,NA,NA,NA,Spartina,alterniflora
2015,10,30,G1,11,SPPA,0.01,harvest,619,NA,NA,NA,NA,Spartina,patens
2015,10,30,G1,12,SPPA,0.01,harvest,146,NA,NA,NA,NA,Spartina,patens
2015,10,30,G1,13,DISP,0.01,harvest,25,NA,NA,NA,NA,Distichlis,spicata
2015,10,30,G1,13,SPPA,0.01,harvest,194,NA,NA,NA,NA,Spartina,patens
2015,10,30,G1,14,DISP,0.01,harvest,43,NA,NA,NA,NA,Distichlis,spicata
2015,10,30,G1,14,SCAM,0.01,harvest,83,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,30,G1,14,SPPA,0.01,harvest,70,NA,NA,NA,NA,Spartina,patens
2015,10,30,G1,15,SPPA,0.01,harvest,171,NA,NA,NA,NA,Spartina,patens
2015,10,30,G1,16,SPPA,0.01,harvest,141,NA,NA,NA,NA,Spartina,patens
2015,10,30,G1,18,DISP,0.01,harvest,16,NA,NA,NA,NA,Distichlis,spicata
2015,10,30,G1,18,SCAM,0.01,harvest,34,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,30,G2,7,DISP,0.01,harvest,73,NA,NA,NA,NA,Distichlis,spicata
2015,10,30,G2,7,SPPA,0.01,harvest,155,NA,NA,NA,NA,Spartina,patens
2015,10,30,G2,8,DISP,0.01,harvest,265,NA,NA,NA,NA,Distichlis,spicata
2015,10,30,G2,8,SOSE,0.01,harvest,56.00000000000001,NA,NA,NA,NA,Solidago,sempervirens
2015,10,30,G2,8,SPPA,0.01,harvest,86,NA,NA,NA,NA,Spartina,patens
2015,10,30,G2,9,DISP,0.01,harvest,172,NA,NA,NA,NA,Distichlis,spicata
2015,10,30,G2,9,SCAM,0.01,harvest,121,NA,NA,NA,NA,Schoenoplectus,americanus
2015,10,30,G2,9,SPPA,0.01,harvest,308,NA,NA,NA,NA,Spartina,patens
2015,10,30,G3,3,DISP,0.01,harvest,375,NA,NA,NA,NA,Distichlis,spicata
2015,10,30,G3,4,SPPA,0.01,harvest,181,NA,NA,NA,NA,Spartina,patens
2015,10,30,G3,5,SPPA,0.01,harvest,41,NA,NA,NA,NA,Spartina,patens
2015,10,30,R1,3,SPAL,0.01,harvest,198,NA,NA,NA,NA,Spartina,alterniflora
2015,10,30,R1,4,DISP,0.01,harvest,58.99999999999999,NA,NA,NA,NA,Distichlis,spicata
2015,10,30,R2,1,SPAL,0.01,harvest,294,NA,NA,NA,NA,Spartina,alterniflora
2015,10,30,R3,5,SPPA,0.01,harvest,61,NA,NA,NA,NA,Spartina,patens
2015,10,30,S1,1,DISP,0.01,harvest,41,NA,NA,NA,NA,Distichlis,spicata
2015,10,30,S1,2,DISP,0.01,harvest,24,NA,NA,NA,NA,Distichlis,spicata
2015,10,30,S1,2,UNKGRASS,0.01,harvest,16,NA,NA,NA,NA,NA,NA
2015,10,30,S1,3,DISP,0.01,harvest,231.99999999999997,NA,NA,NA,NA,Distichlis,spicata
2015,10,30,S1,3,SPPA,0.01,harvest,152,NA,NA,NA,NA,Spartina,patens
2015,10,30,S1,4,DISP,0.01,harvest,92,NA,NA,NA,NA,Distichlis,spicata
2015,10,30,S1,4,UNKGRASS,0.01,harvest,17,NA,NA,NA,NA,NA,NA
2015,10,30,S1,5,DISP,0.01,harvest,198,NA,NA,NA,NA,Distichlis,spicata
2015,10,30,S2,1,SPPA,0.01,harvest,10,NA,NA,NA,NA,Spartina,patens
2015,10,30,S2,2,DISP,0.01,harvest,105,NA,NA,NA,NA,Distichlis,spicata
2015,10,30,S2,3,DISP,0.01,harvest,98,NA,NA,NA,NA,Distichlis,spicata
2015,10,30,S2,3,SPPA,0.01,harvest,43,NA,NA,NA,NA,Spartina,patens
2015,10,30,S3,2,DISP,0.01,harvest,200.99999999999997,NA,NA,NA,NA,Distichlis,spicata
2015,10,30,S3,2,SPPA,0.01,harvest,43,NA,NA,NA,NA,Spartina,patens
2015,10,30,S3,2,SYLA,0.01,harvest,109,NA,NA,NA,NA,Symphyotrichum,lanceolatum
2015,10,30,S3,3,DISP,0.01,harvest,95,NA,NA,NA,NA,Distichlis,spicata
2015,10,30,S3,3,IVFR,0.01,harvest,31,NA,NA,NA,NA,Iva,frutescens
2015,10,30,S3,4,DISP,0.01,harvest,32,NA,NA,NA,NA,Distichlis,spicata
2015,10,30,S3,5,DISP,0.01,harvest,56.00000000000001,NA,NA,NA,NA,Distichlis,spicata
2015,10,30,S3,5,SPPA,0.01,harvest,352,NA,NA,NA,NA,Spartina,patens
2016,8,9,G1,1,AMCA,1,allometry,3.380788394228674,NA,NA,NA,NA,Amaranthus,cannabinus
2016,8,9,G1,1,ATPA,1,allometry,8.743888508464815,NA,NA,NA,NA,Atriplex,patula
2016,8,9,G1,1,SCRO,1,allometry,33.5374158470032,NA,NA,NA,NA,Schoenoplectus,robustus
2016,8,9,G1,1,SPAL,1,allometry,43.77898890067108,NA,NA,NA,NA,Spartina,alterniflora
2016,8,9,G1,1,SPCY,1,allometry,456.8020582529184,NA,NA,NA,NA,Spartina,cynosuroides
2016,8,9,G1,1,SYTE,1,allometry,8.817795044942045,NA,NA,NA,NA,Symphyotrichum,tenuifolium
2016,8,9,G1,2,IVFR,1,allometry,433.4151680043439,NA,NA,NA,NA,Iva,frutescens
2016,8,9,G1,2,KOVI,1,allometry,3.1289523910144945,NA,NA,NA,NA,Kosteletzkya,virginica
2016,8,9,G1,2,SOSE,1,allometry,60.63717220822037,NA,NA,NA,NA,Solidago,sempervirens
2016,8,9,G1,3,SOSE,1,allometry,37.11334377862367,NA,NA,NA,NA,Solidago,sempervirens
2016,8,9,G1,6,SCAM,1,allometry,45.90544501319,NA,NA,NA,NA,Schoenoplectus,americanus
2016,8,9,G1,7,IVFR,1,allometry,318.553273812572,NA,NA,NA,NA,Iva,frutescens
2016,8,9,G1,7,KOVI,1,allometry,2.4541160817295236,NA,NA,NA,NA,Kosteletzkya,virginica
2016,8,9,G1,7,SCAM,1,allometry,45.396005488173046,NA,NA,NA,NA,Schoenoplectus,americanus
2016,8,9,G1,8,IVFR,1,allometry,137.55717925783122,NA,NA,NA,NA,Iva,frutescens
2016,8,9,G1,8,LICA,1,allometry,3.840301808270619,NA,NA,NA,NA,Limonium,carolinianum
2016,8,9,G1,8,PADI,1,allometry,20.543141534308536,NA,NA,NA,NA,Panicum,dichotomoflorum
