year,month,day,transect,plot,species_code,area,method,total_biomass,biomass_notes
2015,10,30,G2,8,DISP,0.01,harvest,265,NA
2015,10,30,G2,8,SOSE,0.01,harvest,56.00000000000001,NA
2015,10,30,G2,8,SPPA,0.01,harvest,86,NA
2015,10,30,G2,9,DEAD,0.01,harvest,1202,DEAD
2015,10,30,G2,9,DISP,0.01,harvest,172,NA
2015,10,30,G2,9,SCAM,0.01,harvest,121,NA
2015,10,30,G2,9,SPPA,0.01,harvest,308,NA
2015,10,30,G3,3,DEAD,0.01,harvest,961,DEAD
2015,10,30,G3,3,DISP,0.01,harvest,375,NA
2015,10,30,G3,4,DEAD,0.01,harvest,634,DEAD
2015,10,30,G3,4,SPPA,0.01,harvest,181,NA
2015,10,30,G3,5,DEAD,0.01,harvest,30,DEAD
2015,10,30,G3,5,SPPA,0.01,harvest,41,NA
2015,10,30,R1,3,DEAD,0.01,harvest,726,DEAD
2015,10,30,R1,3,SPAL,0.01,harvest,198,NA
2015,10,30,R1,4,DEAD,0.01,harvest,91,DEAD
2015,10,30,R1,4,DISP,0.01,harvest,58.99999999999999,NA
2015,10,30,R2,1,DEAD,0.01,harvest,27,DEAD
2015,10,30,R2,1,SPAL,0.01,harvest,294,NA
2015,10,30,R3,5,SPPA,0.01,harvest,61,NA
2015,10,30,S1,1,DISP,0.01,harvest,41,NA
2015,10,30,S1,2,DEAD,0.01,harvest,200.99999999999997,DEAD
2015,10,30,S1,2,DISP,0.01,harvest,24,NA
2015,10,30,S1,2,UNKGRASS,0.01,harvest,16,NA
2015,10,30,S1,3,DEAD,0.01,harvest,952,DEAD
2015,10,30,S1,3,DISP,0.01,harvest,231.99999999999997,NA
2015,10,30,S1,3,SPPA,0.01,harvest,152,NA
2015,10,30,S1,4,DEAD,0.01,harvest,2160,DEAD
2015,10,30,S1,4,DISP,0.01,harvest,92,NA
2015,10,30,S1,4,UNKGRASS,0.01,harvest,17,NA
2015,10,30,S1,5,DEAD,0.01,harvest,53,DEAD
2015,10,30,S1,5,DISP,0.01,harvest,198,NA
2015,10,30,S2,1,DEAD,0.01,harvest,261,DEAD
2015,10,30,S2,1,SPPA,0.01,harvest,10,NA
2015,10,30,S2,2,DEAD,0.01,harvest,924,DEAD
2015,10,30,S2,2,DISP,0.01,harvest,105,NA
2015,10,30,S2,3,DEAD,0.01,harvest,206,DEAD
2015,10,30,S2,3,DISP,0.01,harvest,98,NA
2015,10,30,S2,3,SPPA,0.01,harvest,43,NA
2015,10,30,S3,2,DEAD,0.01,harvest,271,DEAD
2015,10,30,S3,2,DISP,0.01,harvest,200.99999999999997,NA
2015,10,30,S3,2,SPPA,0.01,harvest,43,NA
2015,10,30,S3,2,SYLA,0.01,harvest,109,NA
2015,10,30,S3,3,DEAD,0.01,harvest,191,DEAD
2015,10,30,S3,3,DISP,0.01,harvest,95,NA
2015,10,30,S3,3,IVFR,0.01,harvest,31,NA
2015,10,30,S3,4,DEAD,0.01,harvest,51,DEAD
2015,10,30,S3,4,DISP,0.01,harvest,32,NA
2015,10,30,S3,5,DEAD,0.01,harvest,480.99999999999994,DEAD
2015,10,30,S3,5,DISP,0.01,harvest,56.00000000000001,NA
2015,10,30,S3,5,SPPA,0.01,harvest,352,NA
2016,8,23,G1,2,DEAD,0.01,harvest,2073.98,DEAD
2016,8,23,G1,2,DISP,0.01,harvest,168.87,NA
2016,8,23,G1,3,DEAD,0.01,harvest,1136.96,DEAD
2016,8,23,G1,3,SPPA,0.01,harvest,252.32,NA
2016,8,23,G1,4,DEAD,0.01,harvest,296.59,DEAD
2016,8,23,G1,4,SPPA,0.01,harvest,1299.8,NA
2016,8,23,G1,5,DEAD,0.01,harvest,48.73,DEAD
2016,8,23,G1,5,DISP,0.01,harvest,164.47,NA
2016,8,23,G1,6,DISP,0.01,harvest,10.2,NA
2016,8,23,G1,6,SPPA,0.01,harvest,88.00999999999999,NA
2016,8,23,G1,8,DEAD,0.01,harvest,17.84,DEAD
2016,8,23,G1,8,DISP,0.01,harvest,22,NA
2016,8,23,G1,8,SPPA,0.01,harvest,500.56,NA
2016,8,23,G1,9,DEAD,0.01,harvest,59.58,DEAD
2016,8,23,G1,9,DISP,0.01,harvest,34.8,NA
2016,8,23,G1,9,SPPA,0.01,harvest,363.89,NA
2016,8,23,G1,10,DEAD,0.01,harvest,7.89,DEAD
2016,8,23,G1,10,DISP,0.01,harvest,174.25,NA
2016,8,23,G1,10,SPPA,0.01,harvest,18.78,NA
2016,8,23,G1,11,DEAD,0.01,harvest,70.53,DEAD
2016,8,23,G1,11,SPPA,0.01,harvest,215.07,NA
2016,8,23,G1,12,DISP,0.01,harvest,9.65,NA
2016,8,23,G1,12,SPPA,0.01,harvest,187.13,NA
2016,8,23,G1,13,DEAD,0.01,harvest,33.4,DEAD
2016,8,23,G1,13,SPPA,0.01,harvest,473.21,NA
2016,8,23,G1,15,DEAD,0.01,harvest,272.31,DEAD
2016,8,23,G1,15,SPPA,0.01,harvest,803.15,NA
2016,8,23,G1,16,SPPA,0.01,harvest,133.21,NA
2016,8,23,G1,17,DISP,0.01,harvest,75.21,NA
2016,8,23,G1,19,SPPA,0.01,harvest,90.05999999999999,NA
2016,8,23,G2,8,DISP,0.01,harvest,33.76,NA
2016,8,23,G2,8,SPPA,0.01,harvest,9.55,NA
2016,8,23,G2,9,SPPA,0.01,harvest,313.77,NA
2016,8,23,G3,3,SPPA,0.01,harvest,42.28,NA
2016,8,23,G3,4,DISP,0.01,harvest,494.97,NA
2016,8,23,G3,4,SPPA,0.01,harvest,50.06,NA
2016,8,23,G3,5,NA,0.01,harvest,NA,HARVEST BAG MISSING
2016,8,23,R1,4,DEAD,0.01,harvest,66.61,DEAD
2016,8,23,R1,4,DISP,0.01,harvest,296.88,NA
2016,8,23,R1,5,UNKGRASS,0.01,harvest,55.059999999999995,NA
2016,8,23,R2,1,SPPA,0.01,harvest,214.4,NA
2016,8,23,R3,5,DEAD,0.01,harvest,20.619999999999997,DEAD
2016,8,23,R3,5,SPPA,0.01,harvest,134.95,NA
2016,8,23,S1,1,DISP,0.01,harvest,60.14,NA
2016,8,23,S1,2,DISP,0.01,harvest,18.75,NA
2016,8,23,S1,3,DEAD,0.01,harvest,372.96,DEAD
2016,8,23,S1,3,DISP,0.01,harvest,680.56,NA
2016,8,23,S1,3,SPPA,0.01,harvest,40.57,NA
2016,8,23,S1,4,DEAD,0.01,harvest,94.26,DEAD
2016,8,23,S1,4,DISP,0.01,harvest,698.23,NA
2016,8,23,S1,4,SPPA,0.01,harvest,139.38,NA
2016,8,23,S1,5,DISP,0.01,harvest,200.23,NA
2016,8,23,S2,1,DISP,0.01,harvest,1148.69,NA
2016,8,23,S2,2,DEAD,0.01,harvest,29.49,DEAD
2016,8,23,S2,2,DISP,0.01,harvest,516.34,NA
2016,8,23,S2,3,DEAD,0.01,harvest,55.31,DEAD
2016,8,23,S2,3,DISP,0.01,harvest,248.74,NA
2016,8,23,S2,4,DISP,0.01,harvest,46.13999999999999,NA
2016,8,23,S2,4,SPPA,0.01,harvest,53.73,NA
2016,8,23,S2,5,DISP,0.01,harvest,96.02,NA
2016,8,23,S2,5,SPPA,0.01,harvest,315.26,NA
2016,8,23,S3,1,DEAD,0.01,harvest,59.84,DEAD
2016,8,23,S3,1,DISP,0.01,harvest,741.12,NA
2016,8,23,S3,2,SPPA,0.01,harvest,54.42,NA
2016,8,23,S3,3,DISP,0.01,harvest,163.84,NA
2017,9,18,G3,5,SPPA,0.01,harvest,149.212,NA
2017,9,19,G1,3,DEAD,0.01,harvest,81.478,DEAD
2017,9,19,G1,3,SPPA,0.01,harvest,830.9499999999999,NA
2017,9,19,G1,4,DEAD,0.01,harvest,115.348,DEAD
2017,9,19,G1,4,DISP,0.01,harvest,34.765,NA
2017,9,19,G1,4,SPPA,0.01,harvest,643.3290000000001,NA
2017,9,19,G1,5,DEAD,0.01,harvest,30.542999999999996,DEAD
2017,9,19,G1,5,SPPA,0.01,harvest,360.11,NA
2017,9,19,G1,9,DEAD,0.01,harvest,32.706,DEAD
2017,9,19,G1,9,DISP,0.01,harvest,1.469,NA
2017,9,19,G1,9,SPPA,0.01,harvest,12.796,NA
2017,9,19,G1,12,DEAD,0.01,harvest,38.005,DEAD
2017,9,19,G1,12,DISP,0.01,harvest,23.115,NA
2017,9,19,G1,12,SPPA,0.01,harvest,298.936,NA
2017,9,19,G2,9,DEAD,0.01,harvest,57.581,DEAD
2017,9,19,G2,9,DISP,0.01,harvest,117.669,NA
2017,9,19,G2,9,SPPA,0.01,harvest,321.281,NA
2017,9,20,S1,3,DEAD,0.01,harvest,366.263,DEAD
2017,9,20,S1,3,SPPA,0.01,harvest,774.463,NA
2017,9,20,S1,4,DEAD,0.01,harvest,582.939,DEAD
2017,9,20,S1,4,DISP,0.01,harvest,674.5669999999999,NA
2017,9,20,S1,4,SPPA,0.01,harvest,727.025,NA
2017,9,20,S2,1,DEAD,0.01,harvest,413.158,DEAD
2017,9,20,S2,1,DISP,0.01,harvest,134.802,NA
2017,9,20,S2,1,SPPA,0.01,harvest,10.75,NA
2017,9,20,S2,3,DEAD,0.01,harvest,481.025,DEAD
2017,9,20,S2,3,DISP,0.01,harvest,197.711,NA
2017,9,20,S2,3,SPPA,0.01,harvest,16.79,NA
2017,9,20,S2,4,DEAD,0.01,harvest,336.574,DEAD
2017,9,20,S2,4,DISP,0.01,harvest,168.058,NA
2017,9,20,S2,4,SPPA,0.01,harvest,5.537,NA
2017,9,20,S2,5,DEAD,0.01,harvest,247.823,DEAD
2017,9,20,S2,5,DISP,0.01,harvest,33.009,NA
2017,9,20,S2,5,SPPA,0.01,harvest,344.512,NA
2017,9,21,R1,2,SPPA,0.01,harvest,57.748999999999995,NA
2017,9,21,R1,4,SPPA,0.01,harvest,13.098999999999998,NA
2017,9,21,R3,5,SPPA,0.01,harvest,34.507,NA
2018,10,1,G1,14,DEAD,0.01,harvest,31.58,DEAD
2018,10,1,G1,14,SPPA,0.01,harvest,139.64,NA
2018,10,1,G1,16,DEAD,0.01,harvest,119.72,DEAD
2018,10,1,G1,16,DISP,0.01,harvest,22.83,NA
2018,10,1,G1,16,SPPA,0.01,harvest,700.72,NA
2018,10,1,G1,19,DEAD,0.01,harvest,44.93,DEAD
2018,10,1,G1,19,DISP,0.01,harvest,22.95,NA
2018,10,1,G1,19,SPPA,0.01,harvest,240.61,NA
2018,10,1,G2,7,DEAD,0.01,harvest,138.65,DEAD
2018,10,1,G2,7,DISP,0.01,harvest,141.26,NA
2018,10,1,G2,7,SPPA,0.01,harvest,812.86,NA
2018,10,1,G2,8,DEAD,0.01,harvest,172.84,DEAD
2018,10,1,G2,8,SPPA,0.01,harvest,742.5600000000001,NA
2018,10,1,G2,9,DEAD,0.01,harvest,273.84,DEAD
2018,10,1,G2,9,DISP,0.01,harvest,34.82,NA
2018,10,1,G2,9,SPPA,0.01,harvest,960.71,NA
2018,10,1,G3,5,DEAD,0.01,harvest,193.18,DEAD
2018,10,1,G3,5,SPPA,0.01,harvest,1172.7,NA
2018,10,2,G1,3,DEAD,0.01,harvest,240.89,DEAD
2018,10,2,G1,3,SPPA,0.01,harvest,726.51,NA
2018,10,2,G1,4,DEAD,0.01,harvest,240.42,DEAD
2018,10,2,G1,4,SPPA,0.01,harvest,1497.39,NA
2018,10,2,G1,5,DEAD,0.01,harvest,231.16,DEAD
2018,10,2,G1,5,DISP,0.01,harvest,43.37,NA
2018,10,2,G1,5,SPPA,0.01,harvest,1483.88,NA
2018,10,2,G1,6,DEAD,0.01,harvest,144.82999999999998,DEAD
2018,10,2,G1,6,SPPA,0.01,harvest,845.85,NA
2018,10,2,G1,7,DEAD,0.01,harvest,38.940000000000005,DEAD
2018,10,2,G1,7,SPPA,0.01,harvest,585.77,NA
2018,10,2,G1,8,DEAD,0.01,harvest,49.66,DEAD
2018,10,2,G1,8,SPPA,0.01,harvest,177.72,NA
2018,10,2,G1,9,DEAD,0.01,harvest,197.49,DEAD
2018,10,2,G1,9,SPPA,0.01,harvest,1109.16,NA
2018,10,3,S1,3,DEAD,0.01,harvest,203.93,DEAD
2018,10,3,S1,3,SPPA,0.01,harvest,773.61,NA
2018,10,3,S1,4,DEAD,0.01,harvest,29.95,DEAD
2018,10,3,S1,4,SPPA,0.01,harvest,165.91,NA
2018,10,3,S2,1,DEAD,0.01,harvest,389.17,DEAD
2018,10,3,S2,1,SPPA,0.01,harvest,4.9799999999999995,NA
2018,10,3,S2,3,DEAD,0.01,harvest,107.6,DEAD
2018,10,3,S2,3,SPPA,0.01,harvest,267.13,NA
2018,10,3,S2,4,DEAD,0.01,harvest,51.59,DEAD
2018,10,3,S2,4,SPPA,0.01,harvest,263.56,NA
2018,10,3,S2,5,DEAD,0.01,harvest,46.29,DEAD
2018,10,3,S2,5,SPPA,0.01,harvest,233.40999999999997,NA
2018,10,3,S3,4,DEAD,0.01,harvest,19.41,DEAD
2018,10,3,S3,4,SPPA,0.01,harvest,96.44,NA
2019,9,12,G1,1,AMCA,1,allometry,27.622284800236265,NA
2019,9,12,G1,1,ATPA,1,allometry,7.177288485060492,NA
2019,9,12,G1,1,PHAU,1,allometry,33.88822240942775,NA
2019,9,12,G1,1,SCRO,1,allometry,32.28659251846801,NA
2019,9,12,G1,1,SPAL,1,allometry,3.7978518141325788,NA
2019,9,12,G1,1,SPCY,1,allometry,722.2967599861151,NA
2019,9,12,G1,2,AMCA,1,allometry,0.8815459256559688,NA
2019,9,12,G1,2,POHY,1,allometry,5.451257410026118,NA
2019,9,12,G1,2,SCAM,1,allometry,3.347151931309932,NA
2019,9,12,G1,3,POHY,1,allometry,0.2678507651561796,NA
2019,9,12,G1,3,SOSE,1,allometry,39.09703894594276,NA
2019,9,12,G1,3,SPPA,0.01,harvest,910,NA
2019,9,12,G1,4,SPPA,0.01,harvest,596,NA
2019,9,12,G1,6,SCAM,1,allometry,98.51539763568933,NA
2019,9,12,G1,6,SPPA,0.01,harvest,87,NA
2019,9,12,G1,7,AMCA,1,allometry,264.68012331253635,NA
2019,9,12,G1,7,ATPA,1,allometry,2.7728057037224563,NA
2019,9,12,G1,7,POHY,1,allometry,472.30225873416384,NA
2019,9,12,G1,7,SCAM,1,allometry,43.50539219229959,NA
2019,9,12,G1,8,AMCA,1,allometry,0.16150331664964301,NA
2019,9,12,G1,8,PADI,1,allometry,148.32675660192544,NA
2019,9,12,G1,8,POHY,1,allometry,6.188217300413514,NA
2019,9,12,G1,8,SCAM,1,allometry,84.66685342357376,NA
2019,9,12,G1,8,SYTE,1,allometry,2.481604396800223,NA
2019,9,12,G1,9,KOVI,1,allometry,0.9230256085096258,NA
2019,9,12,G1,9,POHY,1,allometry,0.8771557016673508,NA
2019,9,12,G1,9,SCAM,1,allometry,121.16795468345892,NA
2019,9,12,G1,9,SOSE,1,allometry,13.13939620205521,NA
2019,9,12,G1,9,SYTE,1,allometry,2.5793165380371073,NA
2019,9,12,G1,10,KOVI,1,allometry,481.44457477779696,NA
2019,9,12,G1,10,PHAU,1,allometry,18.24331606445682,NA
2019,9,12,G1,10,POHY,1,allometry,695.8702959131383,NA
2019,9,12,G1,10,SCRO,1,allometry,36.16717857755362,NA
2019,9,12,G1,10,SPCY,1,allometry,189.6095324572869,NA
2019,9,12,G1,11,AMCA,1,allometry,158.5184327236635,NA
2019,9,12,G1,11,KOVI,1,allometry,10.526247080417972,NA
2019,9,12,G1,11,PHAU,1,allometry,36.91806091428329,NA
2019,9,12,G1,11,SCAM,1,allometry,181.0220316066161,NA
2019,9,12,G1,11,SCRO,1,allometry,14.68595141945924,NA
2019,9,12,G1,12,AMCA,1,allometry,40.40847948535352,NA
2019,9,12,G1,12,KOVI,1,allometry,9.329359874031805,NA
2019,9,12,G1,12,SCAM,1,allometry,168.43891594708154,NA
2019,9,12,G1,12,SYTE,1,allometry,10.081476661465219,NA
2019,9,12,G1,13,AMCA,1,allometry,60.92690853774352,NA
2019,9,12,G1,13,PLOD,1,allometry,1.4824467625245732,NA
2019,9,12,G1,13,SCAM,1,allometry,187.81354001232307,NA
2019,9,12,G1,14,AMCA,1,allometry,29.144761786055206,NA
2019,9,12,G1,14,ATPA,1,allometry,1.0267580032542005,NA
2019,9,12,G1,14,POHY,1,allometry,0.43694893686199876,NA
2019,9,12,G1,14,SCAM,1,allometry,567.7281101854426,NA
2019,9,12,G1,14,SYTE,1,allometry,8.806314480925426,NA
2019,9,12,G1,15,AMCA,1,allometry,116.19555607506457,NA
2019,9,12,G1,15,ATPA,1,allometry,0.23181232005152,NA
2019,9,12,G1,15,KOVI,1,allometry,6.486658907690309,NA
2019,9,12,G1,15,SCAM,1,allometry,416.2002095899892,NA
2019,9,12,G1,16,AMCA,1,allometry,71.57456914428768,NA
2019,9,12,G1,16,KOVI,1,allometry,7.44114027340663,NA
2019,9,12,G1,16,SCAM,1,allometry,305.916123926144,NA
2019,9,12,G1,17,SCAM,1,allometry,267.937354141451,NA
2019,9,12,G1,18,SCAM,1,allometry,237.71092394300354,NA
2019,9,12,G1,19,AMCA,1,allometry,0.2863472740017148,NA
2019,9,12,G1,19,SCAM,1,allometry,209.76375228054277,NA
2019,9,12,G1,20,POHY,1,allometry,0.8826143530873742,NA
2019,9,12,G1,20,TYAN,1,allometry,131.871799783075,NA
2019,9,12,G2,5,SPPA,0.01,harvest,2114,NA
2019,9,12,G2,7,DEAD,0.01,harvest,35,NA
2019,9,12,G2,7,SPPA,0.01,harvest,204.99999999999997,NA
2019,9,12,G2,8,SPPA,0.01,harvest,565,NA
2019,9,12,G2,9,SPPA,0.01,harvest,581,NA
2019,9,12,G3,1,PHAU,1,allometry,803.4486319935004,NA
2019,9,12,G3,1,SPAL,1,allometry,15.407388308018211,NA
2019,9,12,G3,2,PHAU,1,allometry,575.0132638296044,NA
2019,9,12,G3,3,AMCA,1,allometry,5.734980836664227,NA
2019,9,12,G3,3,KOVI,1,allometry,57.02143336021103,NA
2019,9,12,G3,3,PADI,1,allometry,13.23634850416216,NA
2019,9,12,G3,3,POHY,1,allometry,387.8055433460483,NA
2019,9,12,G3,3,SOSE,1,allometry,90.32722585790742,NA
2019,9,12,G3,3,SYTE,1,allometry,3.355061636501129,NA
2019,9,12,G3,4,AMCA,1,allometry,0.9677873672335511,NA
2019,9,12,G3,4,ATPA,1,allometry,0.8159584824387759,NA
2019,9,12,G3,4,KOVI,1,allometry,3.254210382804316,NA
2019,9,12,G3,4,PADI,1,allometry,19.51366421853357,NA
2019,9,12,G3,4,POHY,1,allometry,115.15375275905326,NA
2019,9,12,G3,4,SOSE,1,allometry,91.77195324197938,NA
2019,9,12,G3,4,SPPA,0.01,harvest,82,NA
2019,9,12,G3,4,SYTE,1,allometry,3.478412029895088,NA
2019,9,12,G3,5,AMCA,1,allometry,3.97789783904752,NA
2019,9,12,G3,5,DEAD,0.01,harvest,178,NA
2019,9,12,G3,5,KOVI,1,allometry,45.00556504725279,NA
2019,9,12,G3,5,PADI,1,allometry,3.2584030847385943,NA
2019,9,12,G3,5,POHY,1,allometry,18.602617485311356,NA
2019,9,12,G3,5,SOSE,1,allometry,20.539161263019913,NA
2019,9,12,G3,5,SPCY,1,allometry,563.8753336022669,NA
2019,9,12,G3,5,SPPA,0.01,harvest,336,NA
2019,9,12,G3,5,SYTE,1,allometry,9.751232813355282,NA
2019,9,12,G3,6,POHY,1,allometry,0.5523754396068965,NA
2019,9,12,G3,6,SPCY,1,allometry,1202.288001755688,NA
2019,9,13,G2,1,KOVI,1,allometry,159.85487438486612,NA
2019,9,13,G2,1,PHAU,1,allometry,544.1888102211323,NA
2019,9,13,G2,1,PLOD,1,allometry,0.7501188337521485,NA
2019,9,13,G2,2,PHAU,1,allometry,1636.2451604272276,NA
2019,9,13,G2,2,SCRO,1,allometry,7.558083531617467,NA
2019,9,13,G2,3,PHAU,1,allometry,1032.6711187561034,NA
2019,9,13,G2,3,SCRO,1,allometry,73.29057876574976,NA
2019,9,13,G2,4,PHAU,1,allometry,1053.1928095626754,NA
2019,9,13,G2,5,PHAU,1,allometry,2000.8986087915862,NA
2019,9,13,G2,6,KOVI,1,allometry,163.57720133068847,NA
2019,9,13,G2,6,PHAU,1,allometry,1234.5797529997758,NA
2019,9,13,G2,6,SCAM,1,allometry,3.1320626969965564,NA
2019,9,13,G2,6,SCRO,1,allometry,121.62930958624523,NA
2019,9,13,G2,7,SCAM,1,allometry,252.8769957096946,NA
2019,9,13,G2,8,SCAM,1,allometry,118.65006402023391,NA
2019,9,13,G2,8,SOSE,1,allometry,5.446565004526597,NA
2019,9,13,G2,9,SCAM,1,allometry,63.22328962241991,NA
2019,9,13,G2,9,SCRO,1,allometry,1.8084930849754879,NA
2019,9,13,G2,9,SOSE,1,allometry,8.68121390699109,NA
2019,9,13,G2,9,SYTE,1,allometry,0.7920488577437597,NA
2019,9,13,G2,10,PHAU,1,allometry,1474.156899571818,NA
2019,9,13,G2,10,SCRO,1,allometry,26.326145703002314,NA
2019,9,13,G2,10,TYAN,1,allometry,11.51491509884,NA
2019,9,13,G2,11,PHAU,1,allometry,1624.2418712591077,NA
2019,9,26,R2,1,PHAU,1,allometry,317.1947189901793,NA
2019,9,26,R2,2,PHAU,1,allometry,713.6490845803207,NA
2019,9,26,R2,2,SPAL,1,allometry,5.247716392640048,NA
2019,9,26,R2,3,KOVI,NA,allometry,NA,NA
2019,9,26,R2,3,PHAU,1,allometry,497.3770890070225,NA
2019,9,26,R2,3,SPAL,1,allometry,18.729690480510612,NA
2019,9,26,R2,4,PHAU,1,allometry,1126.3365420126997,NA
2019,9,26,R2,5,KOVI,1,allometry,18.481077621471265,NA
2019,9,26,R2,5,PHAU,1,allometry,1618.7475525719317,NA
2019,9,26,R3,1,PADI,1,allometry,29.084829892596872,NA
2019,9,26,R3,1,PHAU,1,allometry,247.10274742998314,NA
2019,9,26,R3,1,SCRO,1,allometry,4.544825820379613,NA
2019,9,26,R3,1,SPAL,1,allometry,9.439374474279555,NA
2019,9,26,R3,2,KOVI,1,allometry,291.9245862382742,NA
2019,9,26,R3,2,PHAU,1,allometry,249.57474444452765,NA
2019,9,26,R3,2,SCRO,1,allometry,42.272633959524214,NA
2019,9,26,R3,3,KOVI,1,allometry,61.17916098363562,NA
2019,9,26,R3,3,PHAU,1,allometry,333.52043682086725,NA
2019,9,26,R3,3,SCRO,1,allometry,69.08534884335509,NA
2019,9,26,R3,4,KOVI,1,allometry,21.588937937316423,NA
2019,9,26,R3,4,PHAU,1,allometry,966.0500041609218,NA
2019,9,26,R3,5,KOVI,1,allometry,85.55520208692127,NA
2019,9,26,R3,5,PHAU,1,allometry,693.8164032398872,NA
2019,9,26,R3,5,POHY,1,allometry,28.255093317075037,NA
2019,9,26,R3,5,SCAM,1,allometry,9.557788786696761,NA
2019,9,26,R3,5,SCRO,1,allometry,12.469536410028685,NA
2019,10,1,R1,1,PLOD,1,allometry,2.282522222768498,NA
2019,10,1,R1,1,SCRO,1,allometry,118.36549770374071,NA
2019,10,1,R1,1,SPAL,1,allometry,67.51581134701895,NA
2019,10,1,R1,2,PLOD,1,allometry,0.5836206378227331,NA
2019,10,1,R1,2,SCRO,1,allometry,218.6219311020439,NA
2019,10,1,R1,2,SPAL,1,allometry,123.0101226825466,NA
2019,10,1,R1,2,TYAN,1,allometry,8.194801794616806,NA
2019,10,1,R1,3,PLOD,1,allometry,2.7682564728892523,NA
2019,10,1,R1,3,SCRO,1,allometry,344.53099763364105,NA
2019,10,1,R1,3,SPAL,1,allometry,3.7721135690037704,NA
2019,10,1,R1,3,TYAN,1,allometry,15.630191786396157,NA
2019,10,1,R1,4,SCAM,1,allometry,8.641471660699825,NA
2019,10,1,R1,4,SCRO,1,allometry,373.3225520046809,NA
2019,10,1,R1,4,SPAL,1,allometry,10.427374113233244,NA
2019,10,1,R1,4,TYAN,1,allometry,38.41172248258,NA
2019,10,1,R1,5,HIMO,1,allometry,176.17633053609825,NA
2019,10,1,R1,5,PEVI,1,allometry,0.8677273765622165,NA
2019,10,1,S1,3,DISP,0.01,harvest,811.9999999999999,NA
2019,10,1,S1,3,PHAU,1,allometry,29.18896112280848,NA
2019,10,1,S1,3,SOSE,1,allometry,24.417574271613574,NA
2019,10,1,S1,3,SPPA,0.01,harvest,383,NA
2019,10,1,S1,3,SYTE,1,allometry,15.477001605099463,NA
2019,10,1,S1,4,DISP,0.01,harvest,181,NA
2019,10,1,S1,4,PHAU,1,allometry,21.73046576065107,NA
2019,10,1,S1,4,SOSE,1,allometry,49.99433216132825,NA
